Index,Institute code,College Name,Address
86,3158,"Saket Gyanpeeth's, Saket College of management, Kalyan","S.No.27, H.No.10, Katemanivlli, Kalyan (East),Dist:Thane  421304"
87,3159,"JNIESTR's,Rajeev Gandhi College of Management Studies, Navi Mumbai","Plot No. 1,Sector-8, Ghansoli, Navi Mumbai. "
88,3160,"Mahatma Edu.Soc.'s Pillai's HOC Institute of Management Studies & Research, Khalapur Dist. Raigadh","Pillai's HOCL Educational Campus,Rasayani,Khalapur, Via Panvel, Dist Raigad.  410207"
89,3161,Viva Institute of Management and Research (Viva School of Management and Research),Viva Institute of Management and Research (Viva School of Management and Research)
90,3162,"Bharti Vidyapeeth's Institute of Management & Information Technology, Navi Mumbai","Sector 8. CBD, Belapur, Navi Mumbai  400614"
91,3163,"Shri Angarsiddha Shikshan Prasarak Mandal's Diploma In Pharmacy Institute,Sangulwadi,Tal-Vaibhavwadi","Np 1290, At Post Sangulwadi, Vaibhavwadi, Sindhudurg 416810"
92,3165,"Viva School Of MCA, Virar (E)","Viva School Of MCA, Virar (E)"
93,3167,"Mumbai Education Trust's Institute of Computer Science, Bandra (W), Mumbai","Gen. Arunkumar Vaidya Chowk, 2nd Floor, MET complex, Bandra Reclamation, Bandra(W), Mumba 400050"
94,3168,"Thakur Institute of Management Studies Career Development Research, Kandivali (E), Mumbai","Shyamanarayan Thakur Marg, Thakur Village, Kandivali (E), Mumbai , 400101"
95,3169,"Late Bhausaheb Hiray S. S. Trust's Institute of Computer Application, Bandra (E), Mumbai","S.No 341, Next to New English School,Opp. Kherwadi police station Govt. Colony, Bandra(E), Mumbai  400051"
96,3173,"Deccan Education Society's Navinchandra Mehta Institute of Technology & Development, Dadar, Mumbai","DES's Mumbai Campus, Kirti College Road, Dadar (W), Mumbai.  400028"
97,3174,"Ramrao Adik Edu Soc, Ramarao Adik Institute of Tech., Navi Mumbai"," Dr. D.Y. Patil Vidyanagar, Sector-7, Phase-I, Nerul, Navi Mumbai"
98,3175,"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai","At Junction of NH4 & Sion-Panvel Expressway,  Kamothe, Navi Mumbai "
99,3176,"Thakur College of Engineering and Technology, Kandivali, Mumbai","Thakur Shyamnarayan Marg,Thakur Village,Kandivali(E), Mumbai"
100,3181,"K.J.Somaiya College of Engineering, Vidyavihar, Mumbai","Vidya_Nagar, Vidya Vihar, Mumbai "
101,3182,"Thadomal Shahani Engineering College, Bandra, Mumbai","37th Road, Off Linking Road, (Near National), Bandra (West), Mumbai "
102,3183,"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai","8, M.H.Saboo Siddik Polytechnic Road, P.O.Box: 4627, Byculla ,Mumbai"
103,3184,"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai","Father Agnel Ashram , Band-stand, Bandra (West), Mumbai"
104,3185,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai","Hashu Advani Memorial Complex, Behind Collector Colony, R.C. Marg, Chembur, Mumbai"
105,3186,"Indrayani Shikshan Prasarak Mandal Shri Pushpasen Sawant College of Diploma Pharmacy,Kudal","At Post Digas, Tal. Kudal Dist. Sindhudurg Sindhudurg , 400088"
106,3187,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai","P.B. No. 15, CIDCO Colony, Plot No. 98, Sector 3,  Airoli, Navi Mumbai "
107,3188,"Padmabhushan Vasantdada Patil Pratishthans College of Engineering, Sion,Mumbai","Padmabhushan Vasantdada Patil Education Complex, Eastern Express Highway, Near Everard Nagar,  Sion-Chunabhatti Mumbai "
108,3189,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai","Sector - 7,CBD- Belpur, Navi Mumbai 400614 "
109,3190,"Terna Engineering College, Nerul, Navi Mumbai","Plot No. 12, Sector-22,Opp. Nerul Railway Station,Phase-II, Nerul (W),Navi Mumbai "
110,3191,"Mandar Education Society's Rajaram Shinde College of Engineering, Pedhambe","At Pedhambe, Po. Alore, Tal : Chiplun, Dist. Ratnagiri"
111,3192,"Smt. Indira Gandhi College of Engineering, Navi Mumbai","Plot No.1, Sector No. 08, Ghansoli , Navi Mumbai 400 701"
112,3193,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai","Sheel Kalyan Highway, Behind Venkatesh Petrolpump, Sonarpada, Manpada Post, Dombivali (E) Thane "
113,3194,"Vidyavardhini's College of Engineering and Technology, Vasai","Vasai Road (W Rly), Tal: Vasai, District Palghar "
114,3196,"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai","Sector - 4, Plot N0 17 & 18, Vikas Nagar, Koparkhairane, Navi Mumbai"
115,3197,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai","Sector 9-A,  Vashi, Navi Mumbai,"
116,3198,"Konkan Gyanpeeth College of Engineering, Karjat","Vengaon Road, Dahivali, Karjat"
117,3199,"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai","Plot No. U-15, J.V.P.D. Scheme, Bhaktivedanta Swami Marg, Vile Parle (West), Mumbai"
118,3200,"Hope Foundation and research center's  Finolex Academy of Management and Technology, Ratnagiri","P- 60, P-60/1, MIDC, Mirjole Block, Ratnagiri"
119,3201,"Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai","Rizvi Educational Complex, Off Carter Road, Sherly Rajan Village, Bandra (W), Mumbai "
120,3202,Rajendra Mane College of Engineering & Technology  Ambav Deorukh,"At - Ambav (Devrukh).Tal Sangameshwar,Dist.- Ratnagiri"
121,3203,"Atharva College of Engineering,Malad(West),Mumbai","S. No. 263, Plot No. 8-12, Malad-Marve Rd, Charkop Naka, Malad(W), Mumbai"
122,3204,"St. Francis Institute of Technology,Borivali, Mumbai","Mount Poinsur, S.V.P. Road, Borivali ( W ), Mumbai "
123,3205,"Bharati Vidyapeeth College of Pharmacy, Belapur, Navi Mumbai","Sector 8, C.B.D, Belapur, Dist Thane "
124,3206,"S.S.P.M.'s College of Engineering, Kankavli"," A/P-Harkul Budruk, Tal- Kankavali. Dist-Sindhudurg"
125,3207,"Mahatma Education Society's Pillai College of Engineering, New Panvel","Dr. K.M.Vasudevan Pillais' Campus Plot No. 10, Sector 16, New Panvel, Dist.Raigad"
126,3208,"Don Bosco Institute of Technology, Mumbai","Premier Automobiles Road,Opp. Fiat Company, Kurla (West), Mumbai "
127,3209,"K J Somaiya Institute of Engineering and Information Technology, Sion, Mumbai","Somaiya Auryvihar Complex,  Near Everard Nagar Eastern Express Highway, Sion (East), Mumbai"
128,3210,"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)","Mith bunder Road, Near Sadguru Gardens, Kopri, Thane (E)"
129,3211,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai","Sri. Chandrsekarendra Saraswathy Vidyapuram, Sector-5, Plot 1C&1E, Nerul Dist. Raigad "
130,3212,"WATUMULL INSTITUTE OF ELECTRONICS ENGINEERING & COMPUTER TECHNOLOGY, ULHASNAGAR","Plot No.157,C.H.M.Campus,Opp.Ullhasnagar Rilway Station,Ulhasnagar-421003(W)"
131,3214,"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai","Opposite S.L.Raheja Hospital, Mahim Causeway, Mahim(W),   Mumbai"
132,3215,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai","Bhavan's Campus, Versova Road, Munshi Nagar, Andheri (West), Mumbai"
133,3216,"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri","A & Po. Lavel Tal Khed,  Dist. Ratnagiri"
134,3217,"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane","At Asangaon, Tal Shahapur, Opp Railway station, Dist : Thane"
135,3218,"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar","St. John Technical Education Complex, Village Vevoor,Manor Road  Palghar (E)"
136,3219,"Koti Vidya Charitable Trust's  Smt. Alamuri Ratnamala Institute of Engineering and Technology,  Sapgaon, Tal. Shahapur","Sapgaon, Taluka Shahapur  Dist. Thane"
137,3220,"Saraswati Education Society, Yadavrao Tasgaonkar College of Engineering and Management, Nasarapur, Chandai, Karjat","Chandhai, Neral - Kadav Raod, Post Nasrapur, Taluka Karjat, Dist. Raigad"
138,3221,"Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon","Shirgaon, At. Post Virar, Tal. Vasai. Thane "
139,3222,"Haji Jamaluddin Thim Trust's Theem College of Engineering, At. Villege Betegaon, Boisar","At Village Betegaon,Boisar Chillhar Road , Near Union Park,  Boisar(E), Tal: Palghar,"
140,3223,"Mahatma Education Society's Pillai HOC College of Engineering & Technology, Tal. Khalapur. Dist. Raigad"," Pillai HOCL Educational
Campus, Rasayani, Tal. Khalapur. Dist. Raisad-"
141,3224,"Leela Education Society, G.V. Acharya Institute of Engineering and Technology, Shelu, Karjat","Shelu/Damat Village, (Opp. Shelu Rly Station), Tal. Karjat. Dist. Raigad"
142,3225,"Saraswathi Vidya Bhavan's College of Pharmacy, Dombivli","Shankaranagar, Shilpada Road, Dombivali (E), Dist : Thane "
143,3226,"Mumbai Educational  Trust's Institute of Pharmacy, Mumbai","General Arunkumar Vaidya Chowk, Bandra Reclamation, Bandra (W) Mumbai "
144,3228,"SVKM's Dr. Bhanuben Nanavati College of Pharmacy, Mumbai","Gate No.1, Mithibai College Campus, 1st Floor, V.M. Road, Vile parle (West), Mumbai"
145,3229,"Dr. L. H. Hiranandani College of Pharmacy ,Ulhasnagar","C.H.M. College Campus, Opp. Ulhasnagar Railway Station Ulhasnagar Dist : Thane "
146,3230,"NCRD's Sterling Institute of Pharmacy, Navi Mumbai","Plot 93 sector 19 Nerul(E), Navi Mumbai "
147,3231,"Oriental College of Pharmacy , Navi Mumbai","Plot No. 2,3 & 4 , Sector 2, Sanpada, Navi Mumbai  Dist. Raigad"
148,3232,"Yadavrao Tasgaonkar Institute of Pharmacy,Chandhai, Bhiv-puri Road Station, Tal-Karjat","Dr.N.Y.Tasgaonkar Education Complex, Village Chandhai,Near Bhivpuri Road Rly station,Tal-Karjat,(on Mumbai-Pune Rly Rout) Dist. Raigad"
149,3233,"Govindrao Nikam College Of Pharmacy, Sawarde",Sawarde (Wahalphata) Tal. Chiplun Dist. Ratnagiri 
150,3234,"Maharashtra Education Society's H.K. College of Pharmacy, Jogeshwari, Mumbai","Prateeksha Nagar, New MHADA Colony, transit camp, Jogeshwari, Mumbai "
151,3235,"Gahlot Institute of Pharmacy, Koparkhairane, Navi Mumbai","Plot No 59 , Sector  14,  Koparkhairane,Navi Mumbai "
152,3236,"Konkan Gyanpeeth Rahul Dharkar College of Pharmacy & Research Institute, Karjat, Dahivali, Karjat  Dist. Raigad","Vengaon Road, Dahivali, Karjat, Dist. Raigad "
153,3237,"Vivekanand Education Society's College of Pharmacy, Chembur, Mumbai","Hashu Advani Memo Complex, Behind Collector Colony, Wadhawali Village, Chembur Mumbai "
154,3238,"Adarsh Shikshan Prasarak Mandal's Ideal College of Pharmacy & Research, Ambernath","Bhalgaon At/Post - Dwarli, Haji Malang Road, Kalyan Rly. Station  Dist- Thane "
155,3239,"Prabhodhan Shikshan Prasarak Sanshta's Indira Institute of Pharmacy, Sadavali","A/P Sadavali (Devrukh) Taluka: Sangmeshwar, Dist. Ratnagiri"
156,3240,"Aldel Education Trust's St. John Institute of Pharmacy and Research, Vevoor, Palghar","St. John Technical Education Complex, Village Vevoor,Manor Road, Palghar (E), "
157,3241,"Vighnarta Trust, Shivajirao Jondhale College of Pharmacy, Shahapur","Shahpur, Opp. Asangaon Rly Station,  Shahpur, Dist. Thane "
158,3242,"Shri Rishikesh Shikshan Prasarak Mandal, D.D.Vispute College of Pharmacy & Research Center, (Devad),New Panvel","Gat No. 104, AT Post Devad,Vichumbe, Near New Panvel, Tal-Panvel, Dist-Raigad"
159,3243,"Padmshree Dr. D. Y. Patil College of Architecture, Navi Mumbai","Padmshree Dr. D. Y. Patil College of Architecture,  Padmashree Dr. D. Y. Patil Vidyapeeth Campus, Sector - 7,Nerul, Navi Mumbai.Dist. Raigad"
160,3244,"Bharati Vidyapeeth's College of Architecture, Belapur, Navi Mumbai","Sector-8,C.B.D.,Belapur, Opp.Konkan Bhavan. Navi Mumbai  Dist. Raigad "
161,3245,"Mahatma Education Society's Pillais College of Architecture, New Panvel","Pillais College of Architecture Dr. K.M.Vasudevan Pillai's Campus, 10, Sector 16, New Panvel, Navi Mumbai Dist. Raigad"
162,3246,"Rizvi College of Architecture,Bandra(W), Mumbai","Rizvi Educational  Complex, Off Carter Road, Bandra (W), Mumbai"
163,3247,"Kamla Raheja Vidhyanidhi  Institute for Architecture and Environmental Studies, Mumbai","Vidyanidhi Marg, J.V.P.D. Scheme, 10th Road, Mumbai "
164,3248,"Late Baliram Hiray S.S. Trust's Dr.Baliram Hiray College of Architecture, Mumbai","Sr No. 351,Opp Kherwadi Police Station,  Next to New English School, Govt. Colony, Bandra (E), Mumbai"
165,3249,"Indian Education Society's College of Architecture, Mumbai","VML Vidyasankul Opp. Leelavati Hospital, 791, Bandra Reclamation, Bandra (W), Mumbai "
166,3250,The Sultan Khan Educational Trust's Asmita College of Architecture,"At NH English Academy Campus, Asmita Enclave, Mira Road(E) Dist. Thane"
167,3251,"L.S. Raheja School of Architecture, Bandra(E), Mumbai","Raheja Educational Complex, Kher Nagar, Opp.Colgate  Pamolive Ground, Bandra(E), Mumbai."
168,3252,"Samayak Sankalp College of Architecture, Aadivali, Ambernath","At post Aadivali, Taluka Ambernath, Dist. Thane"
169,3255,"Mandar Education Society's Rajaram Shinde  Institute of Engineering and Technology, Pedhambe","Mandar Education Society's, Rajaram Shinde Instt of Engg  Ratnagiri , 415603"
170,3256,"Bharati Vidyapeeth's Institute of Technology, Navi Mumbai","Belpada, C. B. D. SECTOR - 7, OPP. Kharghar Railway Station, Navi Mumbai."
171,3257,"Vidya Prasarak Mandal's Polytechnic, Thane","Chendani, Bunder Road, Jnanadweepa , College Campus Thane , 400601"
172,3258,"Agnel Polytechnic (Fr. Agnel Charities) , Vashi, Navi Mumbai","Sector 9A, Vashi, Navi Mumbai"
173,3260,"Khalapur Taluka Shikshan Prasarak Mandal's,  B.L. Patil Polytechnic, Khopoli, Dist.Raigad","Near Old Police Station, Khopoli,Raigad  410203"
174,3262,"Vidyavardhini's Bhausaheb Vartak Polytechnic, Vasai,Thane","Vidyavardhini's  Campus , Vasai Road (W.Rly) Thane , 401202"
175,3263,"Smarth Samaj's S. H. Jondhale Polytechnic, Dombivli","S. S. Jondhale Educational Complex,Shastri Nagar,Dombivli(W) Thane , 421202"
176,3264,Sahyadri Shikshan Sanstha's Sahyadri Poly.Sawarde(Ratnagiri)," Technical Campus ,  Sawarde (Vahal Phata), Tal:Chiplun, Ratnagiri , 415606"
177,3267,"Sai Shiva Education Trust's, Muchhala Polytechnic,Thane","Sai Baba Vihar Complex, Anandnagar Thane , 400601"
178,3268,"Samarth. Samaj's. Shivajirao S. Jondhale Polytechnic, Ambernath(E), Mumbai","Navare Nagar, B Cabin Road, Ambernath(E),Thane , 421501"
179,3270,"Maratha Mandir's Babasaheb Gawade Institute of Technology, Mumbai","Maratha Mandir annex,Babasaheb Gawade Chowk,  Mumbai , 400008"
180,3272,"Ramrao Adik Education Society's Dr. D.Y.Patil Polytechnic, Nerul","Dr. D.Y.Patil Vidyanagar, Sector-7, Phase-1, Nerul,New Mumbai 400706"
181,3274,"Vidyalankar Polytechnic, Mumbai","Vidyalankar Educational Campus,Antop Hill, Wadala, Vidyalankar Marg, Mumbai , 400037"
182,3275,"Kala Vidyamandir Institute of Technology (Polytechnic), Malad(W), Mumbai","MHADA World Bank project, Plot  No. M3, RSC,Gaekwad Nagar, Malad(W),Mumbai , 400095"
183,3277,"Shree Shankar Narayan Education Trust,Pravin Patil College of Diploma Engg. & Technology, Bhayinder (E) Western Rly","Navghar,Bhayander(E), Thane , 401105"
184,3278,"Anjuman-I-Islam's Abdul Razzak Kalsekar Polytechnic,Panvel, Navi Mumbai","Plot No. 3,  Sector-16, Near Garden Hotel ,Khanda Gaon Raigad , 410206"
185,3279,"Institute of Printing Technoloy and Research, Panvel","Plot No. 3, Sector - 11, Balbharati Marg, Khanda Colony, New Panvel, 410206"
186,3280,"Shivajirao S. Jondhle Polytechnic, Asangaon, Shahapur.Thane","Opp. Railway Station,Asangaon, Shahapur. Thane , 421601"
187,3281,"Saraswati Education Society,Saraswati Institute of Technology, Kharghar, Navi Mumbai","Plot No.-46/46A, Behind M.S.E.B.Sub Station, Near Utsav Chowk, Sector-5, Kharghar Navi Mumbai Raigad , 410210"
